num_id,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
1386,2012,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg4cl192882,ca,3.3,58226.0,white,black,the hertz corporation,23100,21800,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
1387,2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c25c5169633,ca,2.2,49618.0,gray,black,lexus financial services,21300,18800,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
1388,2012,Jaguar,XJ,Base,Sedan,automatic,sajwa1cb8clv28495,ca,4.2,10743.0,silver,black,desert auto trade,41000,40750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1389,2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c55ct256804,ca,3.9,26366.0,white,—,bmw mini financial services,14300,14000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1390,2012,Jaguar,XK,XKR,Convertible,automatic,sajwa4ec0cmb46109,ca,3.8,14806.0,gray,black,"jpmorgan chase bank,n.a.",53800,53500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1391,2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar1cm673846,ca,2.9,54252.0,gray,black,the hertz corporation,17800,17300,Thu Feb 19 2015 11:30:00 GMT-0800 (PST)
1392,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8cm620642,ca,3.4,33849.0,black,black,nissan infiniti lt,21300,20000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1393,2012,MINI,Cooper Clubman,S,Hatchback,automatic,wmwzg3c51cty37657,ca,3.3,32407.0,blue,—,bmw mini financial services,16950,19000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1394,2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb2ca657803,ca,3.8,48020.0,white,beige,elad motors,20300,20250,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
1395,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4cm622002,ca,2.4,40700.0,black,black,nissan infiniti lt,21100,20750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1396,2012,Infiniti,M,M35h,Sedan,automatic,jn1ey1ap8cm910589,ca,4.4,45538.0,white,gray,nissan infiniti lt,24700,29250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
1397,2012,Jaguar,XK,Base,Coupe,automatic,sajwa4fb2clb47841,ca,2.1,9708.0,black,black,"jpmorgan chase bank,n.a.",48500,43200,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1398,2012,Mercedes-Benz,E-Class,E350,Convertible,automatic,wddkk5kf8cf165819,ca,3.5,43642.0,white,black,the hertz corporation,30000,27900,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
1399,2012,Infiniti,G Sedan,G37 Journey,G Sedan,manual,jn1cv6ap2cm627697,ca,3.5,25896.0,black,black,nissan infiniti lt,22000,25250,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
1400,2012,MINI,Cooper,Base,Hatchback,manual,wmwsu3c53ct185814,ca,3.8,34689.0,red,—,bmw mini financial services,12800,11700,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
1401,2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hbxcr216065,ca,2.8,9628.0,silver,black,mercedes-benz financial services,23800,22500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1402,2012,MINI,Cooper,S,Hatchback,automatic,wmwsv3c52ct385841,ca,3.5,39614.0,blue,—,bmw mini financial services,15500,16250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1403,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4cm931985,ca,3.8,19479.0,black,gray,nissan infiniti lt,22900,21250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1404,2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap5cm332129,ca,4.5,26668.0,gray,black,nissan infiniti lt,28200,27250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1405,2012,Jaguar,XF,Portfolio,Sedan,automatic,sajwa0hb0cls24919,ca,3.9,37908.0,black,brown,"jpmorgan chase bank,n.a.",29900,30500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1406,2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap1cm332208,ca,4.1,42871.0,—,beige,nissan infiniti lt,25600,24000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1407,2012,Mazda,CX-9,Touring,SUV,automatic,jm3tb3cvxc0358928,ca,4.2,21215.0,black,black,"jpmorgan chase bank,n.a.",22000,23750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1408,2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap7cm333976,ca,4.2,31762.0,—,black,nissan infiniti lt,26600,26500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
1409,2012,Kia,Sportage,EX,SUV,automatic,kndpc3a25c7335550,ca,4.1,28510.0,black,gray,remarketing by ge/manheim southern california,16700,13700,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
1410,2012,Mercedes-Benz,E-Class,E350,Coupe,automatic,wddkj5kb7cf139695,ca,4.0,28993.0,white,gray,mercedes-benz usa,29500,25500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
1411,2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap1cm331995,ca,4.1,30146.0,gray,—,nissan infiniti lt,27300,26750,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
1412,2012,MINI,Cooper,Base,Hatchback,manual,wmwsu3c52ct367469,ca,4.1,17030.0,white,black,bmw mini financial services,15050,14750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1413,2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c53ct255652,ca,4.3,18776.0,blue,black,bmw mini financial services,14900,13500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1414,2012,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1ug0c1554005,ca,4.3,17925.0,gray,black,"jpmorgan chase bank,n.a.",10350,13500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1415,2012,Kia,Sorento,LX,SUV,automatic,5xykt3a64cg309425,ca,4.8,53444.0,white,beige,"kia motors america, inc",12550,14500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1416,2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c57ct259784,ca,3.8,42571.0,green,black,bmw mini financial services,13000,13500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1417,2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c52ct261510,ca,4.4,19915.0,blue,—,bmw mini financial services,14800,16000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1418,2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hbxca673179,ca,3.5,33699.0,white,black,mercedes-benz financial services,21700,21250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1419,2012,Kia,Forte,SX,Sedan,automatic,knafw4a3xc5550402,ca,2.0,18518.0,black,black,remarketing by ge/southern california financial,11650,10250,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1420,2012,Land Rover,Range Rover,HSE,SUV,automatic,salme1d45ca360653,ca,3.6,56169.0,black,black,us bank,41900,39500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
1421,2012,Jaguar,XF,Portfolio,Sedan,automatic,sajwa0hb5cls22759,ca,3.4,26967.0,blue,brown,jaguar land rover thousand oaks,33300,32250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1422,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2cm933184,ca,4.2,22462.0,black,black,nissan infiniti lt,22600,23500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1423,2012,MINI,Cooper Countryman,S ALL4,Wagon,automatic,wmwzc5c52cwl56077,ca,3.6,30311.0,green,—,bmw mini financial services,20200,18500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
1424,2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek2cm422587,ca,3.4,37490.0,white,gray,nissan infiniti lt,21000,21000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1425,2012,Kia,Sorento,LX,SUV,automatic,5xykt3a69cg304916,ca,3.6,32661.0,silver,black,kia motors finance,13950,15200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1426,2012,MINI,Cooper,S,Convertible,automatic,wmwzp3c50ct250544,ca,3.7,26093.0,blue,—,bmw mini financial services,17900,18750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1427,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0cm620196,ca,4.0,31565.0,black,black,nissan infiniti lt,21600,21750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1428,2012,Kia,Optima,SX,Sedan,automatic,5xxgr4a62cg078250,ca,3.7,54430.0,gray,black,kia motors finance,16200,16200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1429,2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c5xct256149,ca,3.7,29624.0,blue,—,bmw mini financial services,14050,14500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1430,2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap0cm332278,ca,4.1,31067.0,gray,black,nissan infiniti lt,27500,26250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1431,2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,1c4rjeag5cc212439,ca,3.9,92610.0,silver,beige,"jpmorgan chase bank,n.a.",14550,14500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
1432,2012,MINI,Cooper,S,Hatchback,manual,wmwsv3c58cty26856,ca,4.0,25071.0,blue,—,bmw mini financial services,16100,16750,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
1433,2012,Jaguar,XF,Base,Sedan,automatic,sajwa0fb3cls57383,ca,4.4,22339.0,white,beige,high bid trading co inc,29400,30500,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
1434,2012,Kia,Forte,Koup EX,Koup,automatic,knafu6a20c5640974,ca,3.8,37022.0,white,black,kia motors finance,9750,11500,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1435,2012,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wdbsk7baxcf169427,ca,4.5,19491.0,black,black,mercedes benz of bakersfield,57400,58750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1436,2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c54ct258074,ca,3.6,42890.0,white,—,bmw mini financial services,12950,13000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1437,2012,Kia,Optima,SX,Sedan,automatic,5xxgr4a61cg029248,ca,1.0,47220.0,blue,black,kia motors finance,16750,12900,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1438,2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c55ct261906,ca,4.6,20149.0,green,—,bmw mini financial services,14800,14750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1439,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxcm622361,ca,4.0,26224.0,white,black,nissan infiniti lt,22200,20750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1440,2012,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba6cc078821,ca,3.0,36090.0,gray,black,remarketing by ge/chase lease remarketing co,27400,28500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1441,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6apxcm624031,ca,4.4,26640.0,black,black,nissan infiniti lt,22100,22750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1442,2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb8ca631285,ca,3.5,34046.0,silver,black,mercedes-benz financial services,21700,21750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1443,2012,Mazda,Mazda6,i Sport,Sedan,automatic,1yvhz8bh5c5m05184,ca,3.1,49626.0,black,black,"jpmorgan chase bank,n.a.",9600,10750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1444,2012,MINI,Cooper,Base,Hatchback,manual,wmwsu3c52ct184718,ca,2.8,41755.0,red,—,bmw mini financial services,13000,12200,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
1445,2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb8ca613028,ca,2.9,20015.0,black,black,mercedes-benz financial services,22900,22000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1446,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4cm621786,ca,4.4,52859.0,gray,black,nissan infiniti lt,19250,17500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1447,2012,MINI,Cooper,Base,Convertible,automatic,wmwzn3c52ct134090,ca,3.8,41232.0,red,black,bmw mini financial services,14600,15250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1448,2012,Kia,Soul,Base,Wagon,automatic,kndjt2a50c7391664,ca,3.4,51141.0,green,black,kia motors finance,8175,9800,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1449,2012,Jaguar,XJ,Base,Sedan,automatic,sajwa1cb1clv27432,ca,2.8,27533.0,blue,gray,"jpmorgan chase bank,n.a.",38500,35500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1450,2012,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bl1ugxc1528639,ca,3.7,48544.0,gray,black,galpin ford studio rentals,8800,11000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1451,2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb4ca658244,ca,3.6,41302.0,white,black,mercedes-benz usa,26900,23000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
1452,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6cm624785,ca,4.4,49338.0,white,gray,nissan infiniti lt,19650,22250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1453,2012,MINI,Cooper,Base,Convertible,automatic,wmwzn3c53ct133983,ca,3.6,36053.0,red,black,bmw mini financial services,15000,15000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1454,2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb5ca575132,ca,4.1,32178.0,black,black,mercedes-benz financial services,28500,28500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1455,2012,MINI,Cooper Coupe,S,Hatchback,automatic,wmwsx3c51ct154746,ca,4.6,19781.0,gray,—,bmw mini financial services,16100,16500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1456,2012,Mazda,Mazda3,s Touring,Hatchback,automatic,jm1bl1l60c1505590,ca,2.4,33113.0,gray,black,"jpmorgan chase bank,n.a.",12250,14500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1457,2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek2cm422640,ca,4.1,49037.0,gray,black,nissan infiniti lt,20100,20750,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
1458,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap1cm623267,ca,4.4,31659.0,white,gray,nissan infiniti lt,21600,20750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1459,2012,Jaguar,XJ,Supercharged,Sedan,automatic,sajwa1ge9cmv34031,ca,3.8,63818.0,black,black,"jpmorgan chase bank,n.a.",39900,37000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
1460,2012,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba0cc079964,ca,4.2,33845.0,silver,gray,desert auto trade,27600,29750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1461,2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek9cm420190,ca,3.8,43336.0,black,black,nissan infiniti lt,20600,19500,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
1462,2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap7cm331094,ca,2.9,47527.0,gray,tan,myrddin fleet services,24800,23750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1463,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap5cm623000,ca,4.1,17678.0,black,black,nissan infiniti lt,23100,22000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1464,2012,Kia,Sedona,LX,Minivan,automatic,kndmg4c78c6477824,ca,3.0,66523.0,gray,gray,dtg operations inc,9000,9000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1465,2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap4cm332641,ca,3.1,43774.0,white,beige,nissan infiniti lt,25400,27000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1466,2012,Mercedes-Benz,E-Class,E350,Convertible,automatic,wddkk5kf3cf164464,ca,2.1,29315.0,gray,black,the hertz corporation,33800,28500,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
1467,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap0cm627388,ca,3.5,25586.0,black,black,nissan infiniti lt,22200,22500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1468,2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek9cm422005,ca,4.2,44470.0,black,black,nissan infiniti lt,20300,22500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1469,2012,MINI,Cooper,Base,Hatchback,manual,wmwsu3c58ct185503,ca,3.6,79616.0,gray,black,a and a auto mart inc,11400,10250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1470,2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c25c5181152,ca,3.6,13661.0,black,black,lexus financial services,22800,23000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1471,2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c5xct255549,ca,4.3,8536.0,white,black,bmw mini financial services,15700,15500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1472,2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c24c5160616,ca,3.7,33997.0,brown,beige,lexus financial services,21900,23500,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1473,2012,Kia,Soul,Base,Wagon,automatic,kndjt2a57c7432856,ca,3.5,51215.0,silver,black,kia motors finance,8150,9300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1474,2012,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg7cl197008,ca,3.0,42701.0,red,black,the hertz corporation,23300,22500,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
1475,2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d47ca720225,ca,4.4,19547.0,gray,black,"jpmorgan chase bank,n.a.",44300,46500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1476,2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c57ct258585,ca,3.8,22094.0,red,black,bmw mini financial services,14650,14500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1477,2012,Kia,Optima,SX,Sedan,automatic,5xxgr4a63cg001290,ca,4.6,42315.0,gray,black,"kia motors america, inc",17150,18250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1478,2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap7cm332021,ca,4.3,18639.0,silver,black,nissan infiniti lt,29500,27500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1479,2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c55ct261971,ca,4.0,28155.0,blue,—,bmw mini financial services,14150,15000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1480,2012,Mazda,Mazda3,i Touring,Hatchback,automatic,jm1bl1l8xc1612096,ca,4.6,26072.0,gray,black,"jpmorgan chase bank,n.a.",12550,14750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1481,2012,Kia,Optima,Hybrid,Sedan,automatic,knagm4ad3c5030092,ca,4.2,26375.0,white,gray,kearny pearson kia,15350,15400,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
1482,2012,Infiniti,QX,QX56,SUV,automatic,jn8az2nf2c9515492,ca,4.4,34994.0,gray,black,street smartz auto sales corporation,43600,42000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1483,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4cm626714,ca,3.4,24873.0,gray,black,nissan infiniti lt,22000,20000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
1484,2012,Kia,Optima,LX,Sedan,automatic,5xxgm4a75cg027509,ca,4.5,39404.0,silver,gray,"kia motors america, inc -lemon law buybacks",11700,10250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1485,2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb6cr221246,ca,4.2,33942.0,white,gray,hoehn motors inc,21600,21000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1486,2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek5cm424009,ca,2.9,29700.0,black,black,nissan infiniti lt,22000,21000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
1487,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap8cm629275,ca,3.4,21609.0,black,black,nissan infiniti lt,22700,22000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1488,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap4cm620895,ca,3.8,44583.0,gray,black,nissan infiniti lt,20200,19000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1489,2012,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg6cl192916,ca,3.6,64624.0,red,black,the hertz corporation,21700,20900,Thu Jan 08 2015 11:30:00 GMT-0800 (PST)
1490,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap6cm621711,ca,4.3,27834.0,black,black,nissan infiniti lt,22000,20750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1491,2012,MINI,Cooper,Base,Hatchback,manual,wmwsu3c51ct185066,ca,3.6,25245.0,silver,black,bmw mini financial services,13450,12000,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
1492,2012,MINI,Cooper,Base,Hatchback,automatic,wmwsu3c54ct263100,ca,3.9,14416.0,blue,black,bmw mini financial services,15250,16000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1493,2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap2cm332637,ca,3.9,39257.0,gray,beige,nissan infiniti lt,26200,25250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1494,2012,Jaguar,XJ,Base,Sedan,automatic,sajwa1cb2clv28735,ca,2.5,22095.0,black,black,"jpmorgan chase bank,n.a.",39300,35000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1495,2012,Lexus,ES 350,Base,Sedan,automatic,jthbk1eg6c2490790,ca,2.5,8055.0,gold,tan,lexus financial services,24700,23500,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
1496,2012,Jaguar,XF,Portfolio,Sedan,automatic,sajwa0hb3cls59258,ca,3.5,48806.0,black,black,walters auto sales/service inc,29000,28500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1497,2012,Mazda,Mazda3,i Touring,Sedan,manual,jm1bl1v89c1673274,ca,4.2,28481.0,white,black,bmw of riverside,10750,9600,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
1498,2012,Kia,Soul,Base,Wagon,automatic,kndjt2a57c7389362,ca,4.8,22047.0,white,black,"kia motors america, inc",10250,12100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1499,2012,MINI,Cooper,S,Hatchback,automatic,wmwsv3c50cty18198,ca,4.1,20462.0,gray,—,bmw mini financial services,17050,17000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1500,2012,MINI,Cooper,S,Hatchback,manual,wmwsv3c53cty25954,ca,3.9,36557.0,gray,—,bmw mini financial services,15750,15750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1501,2012,Lincoln,MKZ,Base,Sedan,automatic,3lnhl2gc1cr814700,ca,3.5,35825.0,blue,black,galpin ford studio rentals,14850,14250,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
1502,2012,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar1cm673295,ca,4.7,52545.0,white,gray,nissan infiniti lt,19200,20500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1503,2012,Kia,Optima,Hybrid,Sedan,automatic,knagm4adxc5024323,ca,3.9,12267.0,silver,black,"kia motors america, inc",16350,17000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1504,2012,Kia,Optima,Hybrid,Sedan,automatic,knagm4ad8c5031853,ca,3.8,49523.0,silver,black,kia motors finance,13750,14200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
1505,2012,MINI,Cooper Coupe,Base,Hatchback,automatic,wmwsx1c5xct163613,ca,3.9,19744.0,blue,black,bmw mini financial services,12950,14500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1506,2012,Kia,Optima,SX,Sedan,automatic,5xxgr4a68cg001060,ca,4.5,32284.0,black,black,"kia motors america, inc",17650,15000,Tue May 19 2015 05:00:00 GMT-0700 (PDT)
1507,2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ekxcm420585,ca,2.2,37322.0,white,beige,nissan infiniti lt,21200,19500,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
1508,2012,MINI,Cooper Countryman,Base,Wagon,automatic,wmwzb3c58cwm05077,ca,4.7,15738.0,beige,—,bmw mini financial services,18550,17750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1509,2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,wddhf5kb2ca594172,ca,4.4,31215.0,gray,black,mercedes-benz financial services,28700,29000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1510,2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap7cm330656,ca,4.2,21235.0,—,black,nissan infiniti lt,27900,28000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
1511,2012,Infiniti,G Coupe,G37,G Coupe,manual,jn1cv6ek0cm421759,ca,3.4,28778.0,white,black,nissan infiniti lt,24200,23750,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
1512,2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c28c5160859,ca,3.7,52392.0,black,black,"jpmorgan chase bank,n.a.",21200,21250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1513,2012,Infiniti,G Coupe,G37,G Coupe,manual,jn1cv6ek7cm420415,ca,4.0,9633.0,black,black,nissan infiniti lt,25900,27500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
1514,2012,Ford,Altima,Base,Sedan,automatic,salmf1e46ca360169,ca,2.9,60828.0,black,black,"jpmorgan chase bank,n.a.",47600,40500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
1515,2012,Mazda,Mazda5,Sport,Minivan,automatic,jm1cw2bl0c0109917,ca,2.7,71064.0,gray,black,exeter finance corp,8250,10800,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
1516,2012,Kia,Soul,Base,Wagon,automatic,kndjt2a5xc7430888,ca,1.0,27086.0,black,black,kia motors finance,10150,3600,Tue Jan 13 2015 13:00:00 GMT-0800 (PST)
